"UF";"COD_MUN";"NOME_MUN";"Ausência de Casos";"NUM_2025";"DEN_2025";"RES_2025";"Alcançou a meta?";"RES";"METAS"
"ES";320040;"Anchieta";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"ES";320050;"Apiacá";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"ES";320060;"Aracruz";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"ES";320070;"Atilio Vivacqua";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"ES";320080;"Baixo Guandu";;0;2;0;"Não";0;"NÃO ALCANÇOU"
"ES";320090;"Barra de São Francisco";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"ES";320100;"Boa Esperança";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"ES";320110;"Bom Jesus do Norte";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"ES";320115;"Brejetuba";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"ES";320120;"Cachoeiro de Itapemirim";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"ES";320130;"Cariacica";;1;2;50;"Não";50;"NÃO ALCANÇOU"
"ES";320140;"Castelo";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"ES";320150;"Colatina";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"ES";320160;"Conceição da Barra";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"ES";320170;"Conceição do Castelo";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"ES";320180;"Divino de São Lourenço";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"ES";320190;"Domingos Martins";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"ES";320200;"Dores do Rio Preto";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"ES";320210;"Ecoporanga";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"ES";320220;"Fundão";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"ES";320225;"Governador Lindenberg";;0;1;0;"Não";0;"NÃO ALCANÇOU"
"ES";320230;"Guaçuí";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"ES";320240;"Guarapari";;0;1;0;"Não";0;"NÃO ALCANÇOU"
"ES";320245;"Ibatiba";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"ES";320250;"Ibiraçu";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"ES";320255;"Ibitirama";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"ES";320260;"Iconha";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"ES";320265;"Irupi";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"ES";320270;"Itaguaçu";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"ES";320280;"Itapemirim";;1;1;100;"Sim";100;"ALCANÇOU"
"ES";320290;"Itarana";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"ES";320300;"Iúna";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"ES";320305;"Jaguaré";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"ES";320310;"Jerônimo Monteiro";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"ES";320313;"João Neiva";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"ES";320316;"Laranja da Terra";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"ES";320320;"Linhares";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"ES";320330;"Mantenópolis";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"ES";320332;"Marataízes";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"ES";320334;"Marechal Floriano";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"ES";320335;"Marilândia";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"ES";320340;"Mimoso do Sul";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"ES";320350;"Montanha";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"ES";320360;"Mucurici";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"ES";320370;"Muniz Freire";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"ES";320380;"Muqui";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"ES";320390;"Nova Venécia";;1;1;100;"Sim";100;"ALCANÇOU"
"ES";320400;"Pancas";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"ES";320405;"Pedro Canário";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"ES";320410;"Pinheiros";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"ES";320420;"Piúma";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"ES";320425;"Ponto Belo";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"ES";320430;"Presidente Kennedy";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"ES";320435;"Rio Bananal";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"ES";320440;"Rio Novo do Sul";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"ES";320450;"Santa Leopoldina";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"ES";320455;"Santa Maria de Jetibá";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"ES";320460;"Santa Teresa";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"ES";320465;"São Domingos do Norte";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"ES";320470;"São Gabriel da Palha";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"ES";320480;"São José do Calçado";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"ES";320490;"São Mateus";;0;1;0;"Não";0;"NÃO ALCANÇOU"
"ES";320495;"São Roque do Canaã";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"ES";320500;"Serra";;2;3;66,67;"Não";66,7;"NÃO ALCANÇOU"
"ES";320501;"Sooretama";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"ES";320503;"Vargem Alta";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"ES";320506;"Venda Nova do Imigrante";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"ES";320510;"Viana";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"ES";320515;"Vila Pavão";;1;1;100;"Sim";100;"ALCANÇOU"
"ES";320517;"Vila Valério";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"ES";320520;"Vila Velha";;0;2;0;"Não";0;"NÃO ALCANÇOU"
"ES";320530;"Vitória";;2;5;40;"Não";40;"NÃO ALCANÇOU"
"RJ";330010;"Angra dos Reis";;1;2;50;"Não";50;"NÃO ALCANÇOU"
"RJ";330015;"Aperibé";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RJ";330020;"Araruama";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RJ";330022;"Areal";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RJ";330023;"Armação dos Búzios";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RJ";330025;"Arraial do Cabo";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RJ";330030;"Barra do Piraí";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RJ";330040;"Barra Mansa";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RJ";330045;"Belford Roxo";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RJ";330050;"Bom Jardim";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RJ";330060;"Bom Jesus do Itabapoana";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RJ";330070;"Cabo Frio";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RJ";330080;"Cachoeiras de Macacu";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RJ";330090;"Cambuci";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RJ";330093;"Carapebus";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RJ";330095;"Comendador Levy Gasparian";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RJ";330100;"Campos dos Goytacazes";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RJ";330110;"Cantagalo";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RJ";330115;"Cardoso Moreira";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RJ";330120;"Carmo";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RJ";330130;"Casimiro de Abreu";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RJ";330140;"Conceição de Macabu";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RJ";330150;"Cordeiro";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RJ";330160;"Duas Barras";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RJ";330170;"Duque de Caxias";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RJ";330180;"Engenheiro Paulo de Frontin";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RJ";330185;"Guapimirim";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RJ";330187;"Iguaba Grande";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RJ";330190;"Itaboraí";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RJ";330200;"Itaguaí";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RJ";330205;"Italva";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RJ";330210;"Itaocara";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RJ";330220;"Itaperuna";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RJ";330225;"Itatiaia";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RJ";330227;"Japeri";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RJ";330230;"Laje do Muriaé";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RJ";330240;"Macaé";;0;1;0;"Não";0;"NÃO ALCANÇOU"
"RJ";330245;"Macuco";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RJ";330250;"Magé";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RJ";330260;"Mangaratiba";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RJ";330270;"Maricá";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RJ";330280;"Mendes";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RJ";330285;"Mesquita";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RJ";330290;"Miguel Pereira";;0;1;0;"Não";0;"NÃO ALCANÇOU"
"RJ";330300;"Miracema";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RJ";330310;"Natividade";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RJ";330320;"Nilópolis";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RJ";330330;"Niterói";;0;1;0;"Não";0;"NÃO ALCANÇOU"
"RJ";330340;"Nova Friburgo";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RJ";330350;"Nova Iguaçu";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RJ";330360;"Paracambi";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RJ";330370;"Paraíba do Sul";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RJ";330380;"Paraty";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RJ";330385;"Paty do Alferes";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RJ";330390;"Petrópolis";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RJ";330395;"Pinheiral";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RJ";330400;"Piraí";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RJ";330410;"Porciúncula";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RJ";330411;"Porto Real";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RJ";330412;"Quatis";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RJ";330414;"Queimados";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RJ";330415;"Quissamã";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RJ";330420;"Resende";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RJ";330430;"Rio Bonito";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RJ";330440;"Rio Claro";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RJ";330450;"Rio das Flores";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RJ";330452;"Rio das Ostras";;1;1;100;"Sim";100;"ALCANÇOU"
"RJ";330455;"Rio de Janeiro";;10;22;45,45;"Não";45,5;"NÃO ALCANÇOU"
"RJ";330460;"Santa Maria Madalena";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RJ";330470;"Santo Antônio de Pádua";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RJ";330475;"São Francisco de Itabapoana";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RJ";330480;"São Fidélis";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RJ";330490;"São Gonçalo";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RJ";330500;"São João da Barra";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RJ";330510;"São João de Meriti";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RJ";330513;"São José de Ubá";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RJ";330515;"São José do Vale do Rio Preto";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RJ";330520;"São Pedro da Aldeia";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RJ";330530;"São Sebastião do Alto";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RJ";330540;"Sapucaia";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RJ";330550;"Saquarema";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RJ";330555;"Seropédica";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RJ";330560;"Silva Jardim";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RJ";330570;"Sumidouro";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RJ";330575;"Tanguá";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RJ";330580;"Teresópolis";;1;1;100;"Sim";100;"ALCANÇOU"
"RJ";330590;"Trajano de Moraes";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RJ";330600;"Três Rios";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RJ";330610;"Valença";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RJ";330615;"Varre-Sai";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RJ";330620;"Vassouras";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"RJ";330630;"Volta Redonda";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350010;"Adamantina";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350020;"Adolfo";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350030;"Aguaí";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350040;"Águas da Prata";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350050;"Águas de Lindóia";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350055;"Águas de Santa Bárbara";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350060;"Águas de São Pedro";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350070;"Agudos";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350075;"Alambari";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350080;"Alfredo Marcondes";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350090;"Altair";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350100;"Altinópolis";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350110;"Alto Alegre";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350115;"Alumínio";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350120;"Álvares Florence";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350130;"Álvares Machado";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350140;"Álvaro de Carvalho";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350150;"Alvinlândia";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350160;"Americana";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350170;"Américo Brasiliense";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350180;"Américo de Campos";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350190;"Amparo";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350200;"Analândia";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350210;"Andradina";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350220;"Angatuba";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350230;"Anhembi";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350240;"Anhumas";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350250;"Aparecida";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350260;"Aparecida d'Oeste";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350270;"Apiaí";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350275;"Araçariguama";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350280;"Araçatuba";;1;1;100;"Sim";100;"ALCANÇOU"
"SP";350290;"Araçoiaba da Serra";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350300;"Aramina";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350310;"Arandu";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350315;"Arapeí";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350320;"Araraquara";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350330;"Araras";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350335;"Arco-Íris";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350340;"Arealva";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350350;"Areias";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350360;"Areiópolis";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350370;"Ariranha";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350380;"Artur Nogueira";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350390;"Arujá";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350395;"Aspásia";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350400;"Assis";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350410;"Atibaia";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350420;"Auriflama";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350430;"Avaí";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350440;"Avanhandava";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350450;"Avaré";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350460;"Bady Bassitt";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350470;"Balbinos";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350480;"Bálsamo";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350490;"Bananal";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350500;"Barão de Antonina";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350510;"Barbosa";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350520;"Bariri";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350530;"Barra Bonita";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350535;"Barra do Chapéu";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350540;"Barra do Turvo";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350550;"Barretos";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350560;"Barrinha";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350570;"Barueri";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350580;"Bastos";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350590;"Batatais";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350600;"Bauru";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350610;"Bebedouro";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350620;"Bento de Abreu";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350630;"Bernardino de Campos";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350635;"Bertioga";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350640;"Bilac";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350650;"Birigui";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350660;"Biritiba-Mirim";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350670;"Boa Esperança do Sul";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350680;"Bocaina";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350690;"Bofete";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350700;"Boituva";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350710;"Bom Jesus dos Perdões";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350715;"Bom Sucesso de Itararé";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350720;"Borá";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350730;"Boracéia";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350740;"Borborema";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350745;"Borebi";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350750;"Botucatu";;0;2;0;"Não";0;"NÃO ALCANÇOU"
"SP";350760;"Bragança Paulista";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350770;"Braúna";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350775;"Brejo Alegre";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350780;"Brodowski";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350790;"Brotas";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350800;"Buri";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350810;"Buritama";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350820;"Buritizal";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350830;"Cabrália Paulista";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350840;"Cabreúva";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350850;"Caçapava";;0;1;0;"Não";0;"NÃO ALCANÇOU"
"SP";350860;"Cachoeira Paulista";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350870;"Caconde";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350880;"Cafelândia";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350890;"Caiabu";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350900;"Caieiras";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350910;"Caiuá";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350920;"Cajamar";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350925;"Cajati";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350930;"Cajobi";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350940;"Cajuru";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350945;"Campina do Monte Alegre";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350950;"Campinas";;6;15;40;"Não";40;"NÃO ALCANÇOU"
"SP";350960;"Campo Limpo Paulista";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350970;"Campos do Jordão";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350980;"Campos Novos Paulista";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350990;"Cananéia";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";350995;"Canas";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";351000;"Cândido Mota";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";351010;"Cândido Rodrigues";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";351015;"Canitar";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";351020;"Capão Bonito";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";351030;"Capela do Alto";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";351040;"Capivari";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";351050;"Caraguatatuba";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";351060;"Carapicuíba";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";351070;"Cardoso";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";351080;"Casa Branca";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";351090;"Cássia dos Coqueiros";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";351100;"Castilho";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";351110;"Catanduva";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";351120;"Catiguá";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
"SP";351130;"Cedral";"Sim";0;0;0;"Não";0;"NÃO ALCANÇOU"
